iter	Passed	Remaining
232	3050	23133
233	3062	23108
234	3074	23091
235	3086	23071
236	3102	23075
237	3118	23084
238	3131	23074
239	3147	23079
240	3157	23042
241	3170	23035
242	3186	23040
243	3203	23053
244	3221	23075
245	3232	23050
246	3243	23019
247	3256	23008
248	3267	22976
249	3276	22932
250	3289	22920
251	3304	22922
252	3316	22900
253	3332	22905
254	3347	22904
255	3360	22891
256	3370	22856
257	3381	22833
258	3396	22831
259	3409	22817
260	3423	22806
261	3435	22787
262	3448	22777
263	3465	22788
264	3480	22784
265	3498	22805
266	3509	22776
267	3526	22790
268	3542	22794
269	3558	22801
270	3572	22791
271	3585	22780
272	3601	22783
273	3614	22768
274	3629	22764
275	3653	22819
276	3667	22810
277	3682	22808
278	3696	22801
279	3708	22780
280	3722	22771
281	3735	22755
282	3748	22743
283	3763	22739
284	3776	22726
285	3790	22713
286	3800	22685
287	3815	22682
288	3829	22672
289	3842	22658
290	3854	22635
291	3867	22624
292	3879	22603
293	3895	22602
294	3907	22584
295	3918	22559
296	3928	22528
297	3939	22501
298	3950	22474
299	3964	22466
300	3979	22459
301	3993	22455
302	4007	22446
303	4021	22433
304	4038	22444
305	4050	22425
306	4066	22427
307	4078	22405
308	4091	22390
309	4105	22381
310	4119	22370
311	4130	22345
312	4144	22335
313	4156	22318
314	4167	22293
315	4178	22268
316	4189	22243
317	4200	22216
318	4214	22206
319	4229	22207
320	4244	22199
321	4256	22179
322	4271	22178
323	4296	22223
324	4308	22207
325	4318	22176
326	4330	22155
327	4340	22128
328	4353	22110
329	4366	22099
330	4379	22085
331	4393	22071
332	4404	22048
333	4416	22027
334	4431	22027
335	4444	22008
336	4453	21978
337	4464	21954
338	4475	21930
339	4489	21918
340	4502	21904
341	4514	21884
342	4532	21898
343	4543	21873
344	4555	21854
345	4566	21830
346	4578	21808
347	4592	21801
348	4606	21790
349	4620	21782
350	4636	21784
351	4650	21773
352	4664	21763
353	4681	21768
354	4696	21763
355	4709	21747
356	4722	21732
357	4736	21722
358	4750	21712
359	4763	21700
360	4774	21675
361	4787	21664
362	4800	21649
363	4815	21643
364	4829	21633
365	4842	21621
366	4856	21608
367	4871	21605
368	4888	21605
369	4903	21603
370	4921	21610
371	4932	21587
372	4949	21588
373	4960	21566
374	4971	21541
375	4980	21512
376	4992	21491
377	5007	21485
378	5020	21470
379	5034	21464
380	5048	21451
381	5062	21441
382	5078	21440
383	5090	21422
384	5104	21410
385	5121	21413
386	5131	21385
387	5144	21374
388	5156	21355
389	5172	21352
390	5184	21333
391	5198	21324
392	5215	21327
393	5225	21299
394	5237	21279
395	5248	21258
396	5258	21231
397	5269	21209
398	5282	21195
399	5297	21188
400	5308	21168
401	5322	21159
402	5334	21139
403	5349	21132
404	5362	21118
405	5374	21100
406	5386	21083
407	5397	21061
408	5413	21056
409	5426	21043
410	5439	21029
411	5451	21012
412	5463	20995
413	5476	20978
414	5487	20956
415	5497	20934
416	5510	20920
417	5522	20899
418	5533	20877
419	5545	20862
420	5558	20846
421	5571	20835
422	5584	20819
423	5596	20803
424	5613	20801
425	5623	20779
426	5635	20761
427	5647	20742
428	5659	20725
429	5671	20706
430	5683	20689
431	5693	20667
432	5704	20645
433	5719	20639
434	5732	20625
435	5743	20602
436	5758	20596
437	5772	20587
438	5784	20568
439	5797	20555
440	5809	20537
441	5821	20519
442	5831	20494
443	5841	20470
444	5853	20453
445	5865	20438
446	5876	20415
447	5889	20401
448	5904	20397
449	5920	20391
450	5933	20380
451	5950	20378
452	5961	20359
453	5975	20348
454	5986	20326
455	6000	20316
456	6009	20291
457	6020	20270
458	6032	20253
459	6048	20247
460	6058	20226
461	6072	20215
462	6086	20204
463	6097	20185
464	6112	20177
465	6123	20158
466	6135	20139
467	6146	20121
468	6156	20096
469	6169	20084
470	6181	20067
471	6193	20050
472	6208	20041
473	6223	20035
474	6235	20019
475	6247	20001
476	6257	19978
477	6271	19967
478	6283	19952
479	6298	19945
480	6310	19928
481	6320	19906
482	6333	19891
483	6345	19875
484	6357	19859
485	6366	19831
486	6375	19805
487	6387	19791
488	6398	19772
489	6413	19763
490	6428	19758
491	6440	19739
492	6454	19730
493	6471	19729
494	6482	19708
495	6498	19705
496	6516	19706
497	6533	19705
498	6549	19701
499	6561	19685
500	6572	19665
501	6585	19652
502	6597	19634
503	6608	19615
504	6619	19595
505	6631	19579
506	6646	19573
507	6660	19560
508	6673	19547
509	6685	19531
510	6699	19521
511	6709	19499
512	6720	19480
513	6731	19461
514	6747	19456
515	6760	19443
516	6773	19429
517	6791	19429
518	6804	19418
519	6818	19407
520	6830	19389
521	6840	19369
522	6852	19352
523	6863	19332
524	6875	19315
525	6887	19300
526	6899	19285
527	6914	19276
528	6925	19259
529	6939	19247
530	6949	19226
531	6960	19205
532	6969	19183
533	6982	19168
534	6991	19144
535	7003	19128
536	7014	19109
537	7028	19098
538	7039	19080
539	7053	19070
540	7062	19047
541	7074	19029
542	7091	19029
543	7108	19025
544	7122	19014
545	7136	19005
546	7147	18986
547	7159	18969
548	7172	18956
549	7185	18943
550	7195	18923
551	7207	18906
552	7220	18892
553	7233	18880
554	7245	18863
555	7259	18853
556	7273	18842
557	7290	18839
558	7308	18839
559	7320	18825
560	7331	18804
561	7343	18790
562	7357	18780
563	7371	18768
564	7383	18752
565	7397	18742
566	7407	18720
567	7422	18712
568	7440	18711
569	7452	18695
570	7466	18685
571	7481	18678
572	7494	18665
573	7507	18650
574	7521	18640
575	7534	18627
576	7548	18614
577	7561	18602
578	7570	18579
579	7582	18562
580	7594	18547
581	7604	18527
582	7615	18508
583	7625	18490
584	7638	18476
585	7651	18462
586	7663	18447
587	7675	18430
588	7687	18416
589	7696	18393
590	7707	18375
591	7720	18361
592	7733	18350
593	7746	18334
594	7761	18328
595	7774	18313
596	7786	18299
597	7797	18281
598	7809	18265
599	7822	18251
600	7833	18234
601	7845	18218
602	7857	18203
603	7867	18184
604	7882	18175
605	7895	18161
606	7907	18145
607	7936	18170
608	7948	18155
609	7960	18138
610	7971	18121
611	7983	18105
612	7995	18091
613	8009	18081
614	8021	18065
615	8033	18048
616	8045	18033
617	8056	18016
618	8069	18004
619	8081	17987
620	8091	17967
621	8101	17948
622	8115	17936
623	8127	17922
624	8141	17911
625	8153	17895
626	8162	17873
627	8173	17857
628	8183	17836
629	8191	17814
630	8202	17795
631	8212	17775
632	8222	17757
633	8232	17737
634	8246	17727
635	8261	17717
636	8274	17704
637	8285	17688
638	8300	17678
639	8310	17659
640	8325	17651
641	8341	17645
642	8355	17633
643	8367	17617
644	8380	17605
645	8393	17592
646	8407	17580
647	8422	17573
648	8435	17560
649	8447	17544
650	8459	17529
651	8470	17512
652	8482	17498
653	8493	17481
654	8530	17517
655	8544	17504
656	8559	17497
657	8572	17482
658	8583	17466
659	8595	17451
660	8608	17438
661	8623	17428
662	8636	17416
663	8648	17401
664	8660	17386
665	8672	17370
666	8687	17362
667	8699	17345
668	8709	17327
669	8721	17313
670	8733	17297
671	8743	17279
672	8756	17266
673	8767	17248
674	8785	17246
675	8800	17237
676	8814	17225
677	8826	17209
678	8835	17189
679	8845	17170
680	8855	17152
681	8865	17132
682	8877	17117
683	8886	17097
684	8896	17078
685	8906	17060
686	8916	17041
687	8928	17027
688	8943	17016
689	8952	16997
690	8965	16984
691	8983	16979
692	8997	16970
693	9009	16955
694	9022	16940
695	9034	16926
696	9045	16909
697	9057	16895
698	9069	16881
699	9081	16866
700	9092	16848
701	9104	16833
702	9119	16824
703	9132	16812
704	9147	16802
705	9160	16790
706	9174	16778
707	9186	16764
708	9198	16749
709	9212	16738
710	9225	16725
711	9239	16714
712	9251	16699
713	9264	16686
714	9278	16674
715	9295	16670
716	9311	16662
717	9323	16646
718	9334	16630
719	9349	16620
720	9360	16605
721	9374	16593
722	9385	16576
723	9397	16562
724	9408	16546
725	9418	16527
726	9427	16508
727	9437	16489
728	9449	16474
729	9459	16456
730	9470	16441
731	9485	16430
732	9497	16416
733	9510	16404
734	9522	16388
735	9533	16373
736	9545	16358
737	9557	16342
738	9573	16336
739	9585	16320
740	9597	16307
741	9612	16296
742	9624	16281
743	9638	16270
744	9651	16257
745	9663	16244
746	9676	16231
747	9690	16219
748	9704	16208
749	9714	16190
750	9725	16175
751	9738	16162
752	9751	16148
753	9764	16136
754	9776	16121
755	9789	16108
756	9801	16094
757	9813	16079
758	9824	16063
759	9835	16047
760	9847	16033
761	9860	16019
762	9873	16007
763	9887	15995
764	9900	15983
765	9917	15977
766	9933	15969
767	9955	15969
768	9966	15953
769	9979	15940
770	9992	15928
771	10004	15914
772	10017	15901
773	10029	15886
774	10039	15869
775	10050	15853
776	10061	15836
777	10077	15828
778	10094	15821
779	10105	15806
780	10116	15790
781	10129	15777
782	10144	15766
783	10157	15753
784	10171	15742
785	10183	15729
786	10196	15715
787	10215	15712
788	10225	15694
789	10239	15683
790	10252	15670
791	10268	15661
792	10280	15647
793	10293	15634
794	10305	15620
795	10318	15608
796	10331	15593
797	10346	15584
798	10357	15568
799	10368	15553
800	10383	15543
801	10416	15560
802	10429	15546
803	10439	15529
804	10453	15517
805	10466	15505
806	10477	15489
807	10490	15476
808	10500	15459
809	10512	15444
810	10524	15429
811	10538	15418
812	10549	15402
813	10561	15388
814	10579	15381
815	10591	15368
816	10604	15354
817	10614	15337
818	10626	15323
819	10639	15310
820	10652	15297
821	10664	15283
822	10675	15266
823	10684	15248
824	10697	15235
825	10711	15224
826	10724	15211
827	10735	15195
828	10749	15184
829	10764	15173
830	10781	15166
831	10792	15150
832	10806	15138
833	10818	15124
834	10830	15110
835	10841	15095
836	10854	15082
837	10869	15072
838	10882	15059
839	10896	15048
840	10911	15037
841	10928	15029
842	10939	15014
843	10951	14999
844	10962	14984
845	10975	14970
846	10996	14968
847	11008	14955
848	11019	14939
849	11030	14923
850	11068	14944
851	11079	14928
852	11092	14915
853	11102	14898
854	11115	14885
855	11127	14871
856	11143	14862
857	11154	14846
858	11164	14829
859	11178	14817
860	11190	14803
861	11201	14787
862	11212	14772
863	11226	14760
864	11243	14752
865	11258	14743
866	11271	14729
867	11282	14713
868	11292	14697
869	11306	14685
870	11320	14673
871	11330	14656
872	11341	14640
873	11351	14624
874	11362	14609
875	11374	14595
876	11386	14580
877	11401	14570
878	11412	14553
879	11425	14541
880	11436	14526
881	11449	14513
882	11463	14501
883	11476	14488
884	11491	14477
885	11503	14463
886	11515	14449
887	11527	14435
888	11538	14419
889	11550	14405
890	11564	14394
891	11578	14381
892	11591	14369
893	11610	14363
894	11631	14360
895	11644	14347
896	11668	14348
897	11679	14332
898	11717	14350
899	11730	14336
900	11743	14323
901	11756	14310
902	11769	14297
903	11781	14283
904	11796	14273
905	11809	14259
906	11823	14247
907	11837	14236
908	11850	14223
909	11873	14221
910	11884	14207
911	11899	14196
912	11915	14186
913	11928	14173
914	11940	14159
915	11952	14144
916	11964	14129
917	11977	14116
918	11988	14101
919	12000	14087
920	12010	14070
921	12023	14057
922	12036	14044
923	12050	14032
924	12062	14018
925	12079	14010
926	12091	13995
927	12105	13983
928	12116	13968
929	12129	13955
930	12143	13944
931	12155	13929
932	12168	13916
933	12180	13902
934	12192	13887
935	12204	13873
936	12217	13859
937	12229	13845
938	12248	13839
939	12261	13826
940	12274	13813
941	12288	13801
942	12301	13789
943	12319	13781
944	12335	13771
945	12348	13758
946	12367	13751
947	12384	13742
948	12397	13729
949	12412	13718
950	12425	13705
951	12438	13693
952	12449	13677
953	12460	13661
954	12471	13647
955	12484	13633
956	12499	13622
957	12510	13607
958	12524	13595
959	12535	13579
960	12544	13562
961	12573	13567
962	12588	13555
963	12602	13543
964	12613	13528
965	12627	13516
966	12636	13498
967	12645	13481
968	12656	13466
969	12668	13452
970	12682	13440
971	12695	13427
972	12709	13415
973	12722	13401
974	12735	13388
975	12751	13378
976	12767	13368
977	12776	13351
978	12786	13335
979	12797	13320
980	12809	13305
981	12820	13290
982	12832	13276
983	12846	13263
984	12858	13249
985	12875	13240
986	12886	13225
987	12898	13211
988	12913	13200
989	12926	13187
990	12941	13176
991	12954	13163
992	12970	13153
993	12984	13140
994	12995	13126
995	13007	13111
996	13023	13101
997	13038	13090
998	13050	13076
999	13062	13062
1000	13076	13049
1001	13090	13038
1002	13104	13026
1003	13117	13012
1004	13130	13000
1005	13140	12984
1006	13154	12971
1007	13163	12954
1008	13176	12941
1009	13192	12931
1010	13204	12917
1011	13218	12905
1012	13236	12897
1013	13253	12887
1014	13263	12871
1015	13276	12858
1016	13285	12841
1017	13297	12827
1018	13309	12813
1019	13322	12799
1020	13334	12785
1021	13348	12774
1022	13368	12766
1023	13382	12755
1024	13397	12743
1025	13415	12735
1026	13429	12723
1027	13440	12708
1028	13452	12693
1029	13469	12685
1030	13483	12673
1031	13497	12660
1032	13514	12650
1033	13526	12637
1034	13540	12625
1035	13551	12609
1036	13564	12596
1037	13581	12587
1038	13595	12575
1039	13610	12563
1040	13625	12552
1041	13638	12539
1042	13664	12538
1043	13682	12528
1044	13691	12512
1045	13700	12495
1046	13711	12480
1047	13727	12470
1048	13738	12455
1049	13747	12438
1050	13757	12422
1051	13768	12406
1052	13779	12392
1053	13791	12378
1054	13805	12365
1055	13815	12350
1056	13827	12336
1057	13840	12323
1058	13853	12310
1059	13866	12296
1060	13878	12282
1061	13892	12270
1062	13909	12260
1063	13928	12253
1064	13938	12236
1065	13949	12222
1066	13959	12206
1067	13969	12190
1068	13981	12176
1069	13993	12162
1070	14004	12147
1071	14016	12134
1072	14030	12121
1073	14043	12107
1074	14056	12095
1075	14076	12088
1076	14093	12077
1077	14105	12064
1078	14115	12048
1079	14127	12034
1080	14138	12019
1081	14149	12004
1082	14158	11988
1083	14170	11974
1084	14180	11958
1085	14189	11942
1086	14199	11926
1087	14210	11911
1088	14218	11894
1089	14234	11883
1090	14251	11874
1091	14262	11858
1092	14299	11865
1093	14312	11853
1094	14324	11838
1095	14339	11827
1096	14350	11813
1097	14365	11801
1098	14377	11787
1099	14390	11773
1100	14404	11761
1101	14417	11748
1102	14430	11735
1103	14440	11720
1104	14452	11705
1105	14461	11689
1106	14473	11675
1107	14487	11663
1108	14500	11650
1109	14515	11638
1110	14526	11623
1111	14539	11610
1112	14555	11600
1113	14577	11593
1114	14591	11581
1115	14602	11566
1116	14615	11554
1117	14629	11541
1118	14645	11530
1119	14659	11518
1120	14673	11505
1121	14685	11491
1122	14700	11479
1123	14715	11468
1124	14734	11460
1125	14749	11448
1126	14764	11436
1127	14778	11424
1128	14791	11411
1129	14804	11398
1130	14817	11384
1131	14830	11371
1132	14844	11359
1133	14856	11345
1134	14868	11331
1135	14881	11318
1136	14896	11306
1137	14911	11295
1138	14923	11280
1139	14939	11269
1140	14957	11260
1141	14969	11246
1142	14982	11233
1143	14992	11218
1144	15007	11206
1145	15022	11195
1146	15038	11183
1147	15050	11170
1148	15068	11160
1149	15080	11146
1150	15093	11133
1151	15111	11123
1152	15123	11109
1153	15135	11095
1154	15147	11082
1155	15161	11069
1156	15176	11057
1157	15189	11044
1158	15202	11031
1159	15214	11017
1160	15232	11007
1161	15244	10994
1162	15258	10981
1163	15268	10966
1164	15281	10952
1165	15294	10939
1166	15308	10927
1167	15319	10912
1168	15332	10898
1169	15348	10887
1170	15362	10875
1171	15377	10864
1172	15387	10848
1173	15403	10837
1174	15414	10822
1175	15426	10808
1176	15439	10795
1177	15452	10782
1178	15465	10769
1179	15477	10755
1180	15488	10741
1181	15503	10728
1182	15515	10715
1183	15526	10700
1184	15540	10688
1185	15556	10677
1186	15574	10666
1187	15586	10653
1188	15631	10662
1189	15645	10649
1190	15656	10634
1191	15671	10622
1192	15682	10608
1193	15696	10595
1194	15707	10581
1195	15718	10566
1196	15731	10553
1197	15743	10539
1198	15755	10525
1199	15767	10511
1200	15777	10496
1201	15790	10483
1202	15803	10469
1203	15816	10456
1204	15828	10442
1205	15843	10431
1206	15856	10417
1207	15871	10405
1208	15883	10391
1209	15892	10375
1210	15904	10361
1211	15916	10348
1212	15929	10335
1213	15945	10323
1214	15962	10312
1215	15978	10301
1216	15989	10287
1217	16002	10274
1218	16017	10262
1219	16027	10247
1220	16042	10235
1221	16052	10220
1222	16064	10206
1223	16080	10194
1224	16092	10181
1225	16106	10168
1226	16116	10153
1227	16126	10138
1228	16141	10126
1229	16151	10111
1230	16164	10097
1231	16176	10083
1232	16187	10069
1233	16204	10059
1234	16219	10046
1235	16277	10061
1236	16288	10047
1237	16301	10033
1238	16312	10019
1239	16322	10003
1240	16332	9988
1241	16344	9975
1242	16359	9963
1243	16373	9950
1244	16386	9936
1245	16399	9924
1246	16413	9911
1247	16423	9896
1248	16436	9883
1249	16453	9871
1250	16464	9857
1251	16484	9848
1252	16497	9835
1253	16510	9822
1254	16526	9810
1255	16542	9799
1256	16553	9784
1257	16565	9770
1258	16577	9756
1259	16588	9742
1260	16605	9731
1261	16617	9717
1262	16629	9703
1263	16644	9691
1264	16655	9677
1265	16670	9665
1266	16683	9651
1267	16692	9636
1268	16702	9621
1269	16713	9607
1270	16729	9595
1271	16740	9581
1272	16755	9568
1273	16770	9556
1274	16782	9543
1275	16797	9530
1276	16808	9516
1277	16819	9502
1278	16835	9490
1279	16847	9476
1280	16862	9464
1281	16873	9450
1282	16887	9437
1283	16918	9434
1284	16933	9422
1285	16949	9410
1286	16961	9396
1287	16976	9384
1288	16988	9370
1289	16998	9355
1290	17011	9342
1291	17024	9329
1292	17038	9316
1293	17053	9304
1294	17064	9289
1295	17078	9277
1296	17091	9264
1297	17103	9249
1298	17116	9236
1299	17128	9223
1300	17144	9211
1301	17157	9197
1302	17170	9184
1303	17183	9171
1304	17198	9159
1305	17209	9145
1306	17222	9131
1307	17236	9118
1308	17252	9107
1309	17271	9096
1310	17283	9083
1311	17296	9069
1312	17311	9057
1313	17323	9043
1314	17336	9030
1315	17347	9016
1316	17356	9001
1317	17369	8987
1318	17382	8974
1319	17397	8962
1320	17408	8948
1321	17419	8933
1322	17433	8920
1323	17447	8908
1324	17460	8895
1325	17471	8880
1326	17483	8866
1327	17495	8853
1328	17508	8839
1329	17522	8827
1330	17534	8813
1331	17545	8799
1332	17572	8792
1333	17589	8781
1334	17601	8767
1335	17610	8752
1336	17619	8737
1337	17634	8724
1338	17646	8711
1339	17659	8697
1340	17670	8683
1341	17683	8670
1342	17698	8658
1343	17709	8644
1344	17723	8631
1345	17732	8615
1346	17742	8601
1347	17755	8587
1348	17768	8574
1349	17779	8560
1350	17792	8547
1351	17803	8533
1352	17815	8519
1353	17826	8504
1354	17836	8490
1355	17845	8475
1356	17854	8460
1357	17866	8446
1358	17875	8431
1359	17891	8419
1360	17906	8407
1361	17921	8394
1362	17936	8382
1363	17949	8369
1364	17967	8358
1365	17976	8343
1366	17988	8329
1367	18001	8316
1368	18015	8303
1369	18029	8290
1370	18044	8278
1371	18061	8267
1372	18074	8253
1373	18087	8240
1374	18100	8227
1375	18111	8213
1376	18123	8199
1377	18136	8186
1378	18151	8173
1379	18165	8161
1380	18178	8148
1381	18192	8135
1382	18223	8130
1383	18236	8116
1384	18255	8106
1385	18268	8092
1386	18280	8079
1387	18294	8066
1388	18308	8053
1389	18320	8039
1390	18331	8025
1391	18343	8012
1392	18357	7999
1393	18366	7984
1394	18377	7970
1395	18391	7957
1396	18407	7945
1397	18420	7932
1398	18432	7918
1399	18443	7904
1400	18455	7890
1401	18469	7877
1402	18478	7862
1403	18488	7848
1404	18497	7833
1405	18510	7820
1406	18520	7805
1407	18534	7792
1408	18554	7782
1409	18566	7769
1410	18578	7755
1411	18591	7742
1412	18604	7728
1413	18615	7714
1414	18630	7702
1415	18644	7689
1416	18658	7676
1417	18672	7663
1418	18683	7649
1419	18694	7635
1420	18706	7622
1421	18722	7610
1422	18734	7596
1423	18744	7582
1424	18755	7567
1425	18766	7554
1426	18782	7541
1427	18797	7529
1428	18811	7516
1429	18827	7504
1430	18855	7497
1431	18864	7482
1432	18878	7469
1433	18890	7456
1434	18902	7442
1435	18915	7429
1436	18931	7416
1437	18942	7403
1438	18955	7389
1439	18967	7376
1440	18979	7362
1441	18992	7349
1442	19004	7335
1443	19016	7322
1444	19030	7309
1445	19044	7296
1446	19056	7282
1447	19068	7269
1448	19082	7256
1449	19093	7242
1450	19104	7228
1451	19113	7213
1452	19124	7199
1453	19136	7185
1454	19149	7172
1455	19164	7160
1456	19176	7146
1457	19193	7135
1458	19207	7122
1459	19221	7109
1460	19230	7094
1461	19243	7081
1462	19254	7067
1463	19266	7053
1464	19278	7040
1465	19290	7026
1466	19303	7013
1467	19318	7001
1468	19333	6988
1469	19346	6975
1470	19361	6962
1471	19373	6949
1472	19384	6935
1473	19399	6922
1474	19412	6909
1475	19424	6895
1476	19437	6882
1477	19450	6869
1478	19472	6859
1479	19486	6846
1480	19501	6833
1481	19518	6822
1482	19533	6809
1483	19545	6796
1484	19560	6783
1485	19573	6770
1486	19585	6756
1487	19601	6744
1488	19613	6731
1489	19624	6717
1490	19638	6704
1491	19648	6690
1492	19662	6677
1493	19676	6664
1494	19688	6650
1495	19702	6637
1496	19715	6624
1497	19732	6612
1498	19751	6601
1499	19763	6587
1500	19773	6573
1501	19781	6558
1502	19790	6544
1503	19804	6531
1504	19817	6517
1505	19833	6505
1506	19851	6494
1507	19868	6482
1508	19884	6470
1509	19895	6456
1510	19906	6442
1511	19921	6429
1512	19934	6416
1513	19950	6404
1514	19961	6390
1515	19973	6376
1516	19986	6363
1517	19999	6350
1518	20013	6337
1519	20021	6322
1520	20030	6307
1521	20040	6293
1522	20051	6280
1523	20064	6266
1524	20073	6252
1525	20082	6238
1526	20095	6224
1527	20279	6264
1528	20292	6250
1529	20303	6237
1530	20316	6223
1531	20328	6209
1532	20344	6197
1533	20355	6183
1534	20370	6171
1535	20384	6157
1536	20399	6145
1537	20416	6133
1538	20426	6118
1539	20439	6105
1540	20451	6091
1541	20464	6078
1542	20476	6064
1543	20488	6051
1544	20501	6037
1545	20513	6024
1546	20525	6010
1547	20546	5999
1548	20558	5985
1549	20569	5971
1550	20578	5957
1551	20595	5945
1552	20609	5932
1553	20622	5918
1554	20639	5906
1555	20654	5893
1556	20666	5880
1557	20678	5866
1558	20689	5852
1559	20707	5840
1560	20722	5827
1561	20736	5814
1562	20752	5802
1563	20768	5789
1564	20783	5776
1565	20796	5763
1566	20812	5751
1567	20822	5736
1568	20831	5722
1569	20844	5708
1570	20864	5697
1571	20881	5685
1572	20894	5671
1573	20928	5664
1574	20946	5652
1575	20955	5637
1576	20968	5624
1577	20981	5610
1578	20993	5597
1579	21015	5586
1580	21028	5572
1581	21038	5558
1582	21049	5544
1583	21059	5530
1584	21071	5517
1585	21078	5502
1586	21090	5488
1587	21100	5474
1588	21112	5460
1589	21125	5447
1590	21137	5433
1591	21152	5420
1592	21164	5407
1593	21176	5393
1594	21187	5379
1595	21196	5365
1596	21205	5351
1597	21221	5338
1598	21235	5325
1599	21248	5312
1600	21259	5298
1601	21273	5285
1602	21288	5272
1603	21305	5259
1604	21320	5246
1605	21334	5233
1606	21345	5220
1607	21356	5206
1608	21377	5195
1609	21386	5180
1610	21399	5167
1611	21415	5154
1612	21427	5141
1613	21444	5128
1614	21458	5115
1615	21467	5101
1616	21481	5088
1617	21496	5075
1618	21512	5062
1619	21525	5049
1620	21539	5036
1621	21607	5035
1622	21623	5022
1623	21635	5009
1624	21655	4997
1625	21669	4984
1626	21683	4971
1627	21700	4958
1628	21712	4944
1629	21728	4932
1630	21743	4919
1631	21758	4906
1632	21771	4892
1633	21786	4879
1634	21798	4866
1635	21817	4854
1636	21831	4841
1637	21848	4828
1638	21864	4815
1639	21882	4803
1640	21896	4790
1641	21909	4776
1642	21923	4763
1643	21931	4749
1644	21942	4735
1645	21956	4722
1646	21973	4709
1647	21986	4696
1648	22000	4682
1649	22014	4669
1650	22027	4656
1651	22042	4643
1652	22056	4630
1653	22070	4616
1654	22083	4603
1655	22095	4589
1656	22108	4576
1657	22120	4562
1658	22135	4549
1659	22148	4536
1660	22162	4523
1661	22176	4509
1662	22187	4496
1663	22199	4482
1664	22212	4469
1665	22226	4455
1666	22239	4442
1667	22254	4429
1668	22268	4416
1669	22283	4403
1670	22323	4395
1671	22337	4381
