iter	Passed	Remaining
1640	17935	3923
1641	17943	3912
1642	17952	3900
1643	17962	3889
1644	17978	3879
1645	17986	3868
1646	17994	3856
1647	18003	3845
1648	18020	3835
1649	18028	3824
1650	18039	3813
1651	18046	3801
1652	18062	3791
1653	18070	3780
1654	18078	3768
1655	18085	3756
1656	18108	3748
1657	18117	3737
1658	18125	3725
1659	18143	3716
1660	18157	3705
1661	18163	3693
1662	18170	3682
1663	18180	3671
1664	18195	3661
1665	18202	3649
1666	18210	3637
1667	18216	3625
1668	18231	3615
1669	18241	3604
1670	18249	3593
1671	18257	3581
1672	18276	3572
1673	18284	3560
1674	18292	3549
1675	18300	3537
1676	18316	3527
1677	18324	3516
1678	18331	3504
1679	18342	3493
1680	18361	3484
1681	18371	3473
1682	18385	3462
1683	18393	3451
1684	18407	3441
1685	18414	3429
1686	18421	3417
1687	18429	3406
1688	18444	3396
1689	18456	3385
1690	18462	3373
1691	18470	3362
1692	18485	3352
1693	18493	3340
1694	18501	3329
1695	18509	3317
1696	18525	3307
1697	18532	3296
1698	18539	3284
1699	18547	3273
1700	18564	3263
1701	18572	3251
1702	18581	3240
1703	18589	3229
1704	18603	3218
1705	18615	3208
1706	18628	3197
1707	18639	3186
1708	18655	3176
1709	18664	3165
1710	18674	3154
1711	18686	3143
1712	18703	3133
1713	18712	3122
1714	18721	3111
1715	18729	3099
1716	18744	3089
1717	18754	3078
1718	18762	3067
1719	18770	3055
1720	18786	3045
1721	18795	3034
1722	18802	3022
1723	18809	3011
1724	18825	3001
1725	18835	2990
1726	18845	2979
1727	18853	2967
1728	18867	2957
1729	18875	2945
1730	18884	2934
1731	18897	2924
1732	18912	2913
1733	18918	2902
1734	18925	2890
1735	18937	2879
1736	18952	2869
1737	18959	2858
1738	18967	2846
1739	18976	2835
1740	18992	2825
1741	18999	2813
1742	19010	2803
1743	19018	2791
1744	19034	2781
1745	19042	2770
1746	19050	2758
1747	19057	2747
1748	19073	2737
1749	19081	2725
1750	19087	2714
1751	19094	2702
1752	19109	2692
1753	19115	2681
1754	19124	2669
1755	19132	2658
1756	19148	2648
1757	19156	2637
1758	19163	2625
1759	19171	2614
1760	19191	2604
1761	19201	2593
1762	19208	2582
1763	19217	2571
1764	19232	2560
1765	19238	2549
1766	19249	2538
1767	19262	2527
1768	19277	2517
1769	19287	2506
1770	19292	2494
1771	19304	2483
1772	19321	2473
1773	19331	2462
1774	19341	2451
1775	19348	2440
1776	19364	2430
1777	19373	2418
1778	19379	2407
1779	19389	2396
1780	19410	2386
1781	19419	2375
1782	19425	2364
1783	19433	2352
1784	19449	2342
1785	19457	2331
1786	19465	2320
1787	19473	2308
1788	19489	2298
1789	19498	2287
1790	19506	2276
1791	19513	2264
1792	19528	2254
1793	19539	2243
1794	19546	2232
1795	19553	2221
1796	19571	2210
1797	19577	2199
1798	19584	2188
1799	19592	2176
1800	19608	2166
1801	19616	2155
1802	19623	2144
1803	19633	2133
1804	19648	2122
1805	19656	2111
1806	19668	2100
1807	19676	2089
1808	19692	2079
1809	19707	2068
1810	19715	2057
1811	19723	2046
1812	19740	2036
1813	19747	2024
1814	19759	2014
1815	19767	2002
1816	19782	1992
1817	19791	1981
1818	19801	1970
1819	19809	1959
1820	19823	1948
1821	19831	1937
1822	19840	1926
1823	19848	1915
1824	19863	1904
1825	19871	1893
1826	19882	1882
1827	19889	1871
1828	19905	1861
1829	19915	1850
1830	19930	1839
1831	19939	1828
1832	19956	1818
1833	19965	1807
1834	19973	1795
1835	19982	1784
1836	19999	1774
1837	20008	1763
1838	20015	1752
1839	20022	1741
1840	20038	1730
1841	20050	1719
1842	20059	1708
1843	20066	1697
1844	20082	1687
1845	20090	1676
1846	20097	1664
1847	20104	1653
1848	20119	1643
1849	20131	1632
1850	20140	1621
1851	20147	1610
1852	20161	1599
1853	20169	1588
1854	20178	1577
1855	20186	1566
1856	20204	1555
1857	20213	1544
1858	20301	1539
1859	20311	1528
1860	20328	1518
1861	20336	1507
1862	20344	1496
1863	20354	1485
1864	20372	1474
1865	20381	1463
1866	20388	1452
1867	20399	1441
1868	20414	1430
1869	20423	1419
1870	20431	1408
1871	20439	1397
1872	20455	1386
1873	20463	1375
1874	20470	1364
1875	20477	1353
1876	20492	1342
1877	20499	1331
1878	20508	1320
1879	20517	1309
1880	20532	1298
1881	20540	1287
1882	20551	1276
1883	20565	1266
1884	20581	1255
1885	20590	1244
1886	20600	1233
1887	20614	1222
1888	20634	1212
1889	20642	1201
1890	20652	1190
1891	20663	1179
1892	20680	1168
1893	20688	1157
1894	20699	1146
1895	20706	1135
1896	20721	1125
1897	20730	1114
1898	20737	1102
1899	20745	1091
1900	20761	1081
1901	20769	1070
1902	20778	1059
1903	20789	1048
1904	20804	1037
1905	20814	1026
1906	20840	1016
1907	20849	1005
1908	20865	994
1909	20874	983
1910	20881	972
1911	20889	961
1912	20904	950
1913	20911	939
1914	20918	928
1915	20925	917
1916	20940	906
1917	20947	895
1918	20955	884
1919	20963	873
1920	20978	862
1921	20986	851
1922	20994	840
1923	21000	829
1924	21017	818
1925	21025	807
1926	21032	796
1927	21037	785
1928	21054	774
1929	21061	763
1930	21067	752
1931	21076	741
1932	21095	731
1933	21103	720
1934	21113	709
1935	21120	698
1936	21138	687
1937	21146	676
1938	21155	665
1939	21164	654
1940	21179	643
1941	21187	632
1942	21194	621
1943	21206	610
1944	21223	600
1945	21230	589
1946	21238	578
1947	21248	567
1948	21263	556
1949	21273	545
1950	21280	534
1951	21289	523
1952	21306	512
1953	21314	501
1954	21321	490
1955	21328	479
1956	21365	469
1957	21374	458
1958	21383	447
1959	21392	436
1960	21414	425
1961	21424	414
1962	21432	403
1963	21442	393
1964	21462	382
1965	21471	371
1966	21479	360
1967	21486	349
1968	21505	338
1969	21515	327
1970	21525	316
1971	21533	305
1972	21554	294
1973	21560	283
1974	21565	272
1975	21574	262
1976	21589	251
1977	21599	240
1978	21608	229
1979	21618	218
1980	21634	207
1981	21645	196
1982	21652	185
1983	21663	174
1984	21679	163
1985	21686	152
1986	21694	141
1987	21702	131
1988	21718	120
1989	21726	109
1990	21734	98
1991	21742	87
1992	21756	76
1993	21764	65
1994	21773	54
1995	21780	43
1996	21796	32
1997	21805	21
1998	21811	10
1999	21826	0
